,logFC,AveExpr,t,P.Value,adj.P.Val,B,SYMBOLS
CFAP47,0.053227542,3.368309411,-0.743001095,0.465831656,0.866039153,-5.443822908,CFAP47
AHCTF1,0.121500174,4.239368665,-0.742944667,0.465865089,0.866039153,-5.443860884,AHCTF1
ASPA,-0.048183769,3.273626971,0.742843558,0.465924999,0.866039153,-5.443928924,ASPA
SNX2,-0.131886984,5.543152829,0.742781735,0.465961633,0.866039153,-5.443970523,SNX2
RAPSN,-0.049080349,3.42581887,0.742745478,0.465983118,0.866039153,-5.443994917,RAPSN
CCT2,0.156650085,5.609626226,-0.742711858,0.466003042,0.866039153,-5.444017537,CCT2
TREML5P,0.031391649,3.141527827,-0.742692829,0.466014319,0.866039153,-5.444030339,TREML5P
LINC01346,0.040698699,3.265632736,-0.74269226,0.466014656,0.866039153,-5.444030722,LINC01346
CCNO,0.044850298,3.41665612,-0.742499018,0.466129184,0.866096763,-5.444160712,CCNO
LINC02453,0.037996887,3.198588502,-0.742405893,0.466184381,0.866096763,-5.444223344,LINC02453
SIRT3,0.051452414,3.347902001,-0.742374789,0.466202818,0.866096763,-5.444244262,SIRT3
HEATR1,0.163645324,5.279592683,-0.742364346,0.466209008,0.866096763,-5.444251284,HEATR1
POTEA,0.056971165,3.234614805,-0.742238534,0.466283589,0.866159443,-5.444335884,POTEA
ZNF177,-0.038643529,3.247353395,0.741841392,0.46651906,0.866381677,-5.444602846,ZNF177
SPATA48,0.047354667,3.213133635,-0.741838926,0.466520523,0.866381677,-5.444604503,SPATA48
SPDYE3,-0.042944023,3.20471146,0.741830059,0.466525781,0.866381677,-5.444610462,SPDYE3
S100A11,-0.116446101,4.662451798,0.741684205,0.466612278,0.86646346,-5.444708471,S100A11
TFIP11,0.163682539,6.14671658,-0.741618023,0.46665153,0.86646346,-5.444752937,TFIP11
XAB2,-0.139758392,4.139156826,0.741497601,0.466722956,0.866506138,-5.444833836,XAB2
SNORA9,0.036463324,3.203118785,-0.741385181,0.466789641,0.866506138,-5.444909348,SNORA9
LIMD1-AS1,0.041687155,3.261989972,-0.741372629,0.466797087,0.866506138,-5.444917778,LIMD1-AS1
SLC25A41,0.038533887,3.220116573,-0.741246451,0.466871942,0.866568996,-5.445002517,SLC25A41
DIO3OS,-0.035977411,3.236851585,0.741177801,0.466912671,0.866568996,-5.445048616,DIO3OS
OAS3,0.10738116,3.843735452,-0.741075696,0.466973252,0.866605593,-5.445117172,OAS3
RPL23AP87,-0.220250355,7.043298365,0.740928749,0.467060447,0.866624649,-5.44521582,RPL23AP87
STK24,-0.122610486,8.226301492,0.740851875,0.467106066,0.866624649,-5.44526742,STK24
PI4K2A,0.054516509,3.634852658,-0.74080962,0.467131143,0.866624649,-5.44529578,PI4K2A
VPS26C,0.114497181,4.869178213,-0.740782947,0.467146972,0.866624649,-5.445313682,VPS26C
NDE1,-0.158718463,7.269083788,0.74056954,0.467273635,0.866783806,-5.445456887,NDE1
ZNF300,0.033045483,3.120096271,-0.740457696,0.467340026,0.866831141,-5.445531924,ZNF300
SFN,0.044515309,3.183597694,-0.740008866,0.467606507,0.867114911,-5.445832937,SFN
MOBP,-0.033518589,3.18618945,0.73994808,0.467642604,0.867114911,-5.445873691,MOBP
PFDN6,-0.151094923,4.930491682,0.739905547,0.467667863,0.867114911,-5.445902206,PFDN6
RSPH10B2,0.038854868,3.2902428,-0.7398776,0.46768446,0.867114911,-5.44592094,RSPH10B2
LIN28B,0.03532795,3.176412601,-0.73973572,0.467768724,0.867114911,-5.446016042,LIN28B
TMPRSS11F,0.0354162,3.219383542,-0.739588886,0.467855941,0.867114911,-5.446114447,TMPRSS11F
SYMPK,-0.079109212,3.650348328,0.739570426,0.467866907,0.867114911,-5.446126817,SYMPK
CCKAR,0.036926649,3.229129494,-0.739493671,0.467912502,0.867114911,-5.446178248,CCKAR
OR6Y1,0.037233332,3.199957439,-0.739437468,0.467945891,0.867114911,-5.446215905,OR6Y1
CASR,-0.043994101,3.141170828,0.739399894,0.467968213,0.867114911,-5.446241078,CASR
SHROOM4,0.137294759,8.971286011,-0.739197185,0.468088651,0.867114911,-5.446376866,SHROOM4
SLFN12,0.039645464,3.348887465,-0.739158369,0.468111716,0.867114911,-5.446402863,SLFN12
CETP,0.043979427,3.453879205,-0.739026313,0.468190189,0.867114911,-5.4464913,CETP
PAQR3,-0.066173765,3.686981634,0.738979318,0.468218116,0.867114911,-5.446522768,PAQR3
DNAH9,0.044630051,3.371146653,-0.738954307,0.46823298,0.867114911,-5.446539515,DNAH9
ERF,0.065568099,3.538198249,-0.738930309,0.468247243,0.867114911,-5.446555583,ERF
TRPS1,-0.056439636,3.499418451,0.738868041,0.46828425,0.867114911,-5.446597273,TRPS1
CDHR1,0.051023742,3.284508755,-0.738834241,0.468304338,0.867114911,-5.446619902,CDHR1
SHOC2,-0.064062935,3.885288046,0.738775373,0.468339328,0.867114911,-5.446659311,SHOC2
ANKS4B,-0.037851193,3.226389127,0.73871695,0.468374054,0.867114911,-5.446698419,ANKS4B
HHLA2,-0.032408322,3.207913831,0.738702467,0.468382663,0.867114911,-5.446708113,HHLA2
OR5A1,-0.042969333,3.294252777,0.738607847,0.468438908,0.867114911,-5.446771444,OR5A1
CCDC144CP,-0.03709866,3.237486627,0.738450522,0.468532436,0.867114911,-5.446876727,CCDC144CP
GAGE12H,0.04716113,3.327913278,-0.73842133,0.468549791,0.867114911,-5.44689626,GAGE12H
NR1H4,-0.03614295,3.270768662,0.73839524,0.468565303,0.867114911,-5.446913717,NR1H4
FSCN2,-0.035602686,3.171357597,0.73835493,0.468589269,0.867114911,-5.446940687,FSCN2
SLC2A8,0.142280552,4.657571595,-0.738342022,0.468596944,0.867114911,-5.446949323,SLC2A8
CAPN14,0.047917946,3.260022316,-0.738220995,0.468668907,0.867168146,-5.44703029,CAPN14
SMIM24,0.036526642,3.267057209,-0.73815611,0.46870749,0.867168146,-5.447073693,SMIM24
HAVCR2,-0.208789266,5.910866151,0.737617334,0.469027942,0.867685328,-5.447433951,HAVCR2
APMAP,0.139666399,5.934679485,-0.737471598,0.469114645,0.86777003,-5.447531356,APMAP
GSDME,0.06022784,3.520266869,-0.737379048,0.469169711,0.867796199,-5.447593203,GSDME
IL12RB1,-0.143025401,4.889065961,0.737280006,0.469228643,0.867827408,-5.447659382,IL12RB1
SQOR,-0.130903952,5.204227156,0.73711048,0.469329526,0.867827408,-5.447772637,SQOR
DHRS9,-0.129509799,3.780537641,0.737016022,0.469385743,0.867827408,-5.447835731,DHRS9
SST,-0.039580045,3.237169046,0.736950246,0.469424891,0.867827408,-5.447879662,SST
NUP107,-0.126267601,5.566415253,0.736931786,0.469435879,0.867827408,-5.44789199,NUP107
FBXO36,0.034876992,3.193331983,-0.736868403,0.469473605,0.867827408,-5.447934318,FBXO36
CC2D1B,-0.049401334,3.531973147,0.736748033,0.469545257,0.867827408,-5.448014694,CC2D1B
GTF2B,0.156691858,5.751821819,-0.736602496,0.469631898,0.867827408,-5.448111858,GTF2B
KIFC3,0.048977488,3.366766245,-0.736519426,0.469681355,0.867827408,-5.448167309,KIFC3
OAS1,0.197205456,5.244106778,-0.736515772,0.469683531,0.867827408,-5.448169748,OAS1
EIF1B,0.13881462,4.977174124,-0.736500652,0.469692533,0.867827408,-5.44817984,EIF1B
TMPRSS15,-0.04968818,3.544770594,0.736410043,0.469746484,0.867827408,-5.448240316,TMPRSS15
ZNF182,-0.057466175,3.509916616,0.736338606,0.469789021,0.867827408,-5.448287991,ZNF182
POTEB3,0.036683713,3.17658104,-0.736289654,0.469818171,0.867827408,-5.448320658,POTEB3
BAHCC1,-0.048041143,3.393979787,0.736274513,0.469827188,0.867827408,-5.448330761,BAHCC1
SNORA11D,0.059615996,3.545956141,-0.736203107,0.469869711,0.867827408,-5.448378407,SNORA11D
TNFAIP8L3,-0.038247323,3.274054857,0.736182102,0.46988222,0.867827408,-5.448392421,TNFAIP8L3
FIBP,0.149434615,5.588054898,-0.7360941,0.469934631,0.867848628,-5.448451133,FIBP
CALM2,-0.139899931,8.009877744,0.735967907,0.470009793,0.867911858,-5.448535313,CALM2
SLC26A4,-0.033274427,3.127476973,0.735814321,0.470101279,0.867938179,-5.448637748,SLC26A4
TMX3,0.070941962,3.642952873,-0.73580657,0.470105897,0.867938179,-5.448642917,TMX3
MRPL54,0.195171492,7.386194302,-0.735450093,0.470318282,0.868087498,-5.44888059,MRPL54
KCNK10,-0.04969433,3.41878639,0.735412679,0.470340576,0.868087498,-5.448905529,KCNK10
CST7,0.169825674,5.778738488,-0.735386945,0.47035591,0.868087498,-5.448922681,CST7
GTF3C2,0.130066086,4.76265277,-0.735345721,0.470380476,0.868087498,-5.448950158,GTF3C2
GPR142,0.044254993,3.267924616,-0.735327334,0.470391433,0.868087498,-5.448962412,GPR142
ASTL,0.046169284,3.305977474,-0.73506834,0.470545789,0.868296798,-5.449134996,ASTL
PCCB,0.157685053,5.930227035,-0.734917788,0.470635529,0.868386836,-5.449235291,PCCB
TGDS,-0.078003235,3.904483877,0.734627522,0.470808578,0.868438483,-5.449428608,TGDS
RABL3,0.068793294,3.567994939,-0.734589772,0.470831086,0.868438483,-5.449453744,RABL3
SLC6A19,0.045547428,3.256812148,-0.734565337,0.470845656,0.868438483,-5.449470014,SLC6A19
SMYD4,0.069907248,3.827358728,-0.734512372,0.470877237,0.868438483,-5.449505278,SMYD4
EXOC1,0.073790514,4.025100975,-0.734473491,0.470900422,0.868438483,-5.449531163,EXOC1
ENHO,-0.105731138,4.430346463,0.734358872,0.470968773,0.868438483,-5.449607464,ENHO
PLSCR3,-0.140087518,8.247960922,0.734270075,0.471021729,0.868438483,-5.449666567,PLSCR3
ZNF253,0.066743623,3.674704343,-0.734162083,0.471086138,0.868438483,-5.449738439,ZNF253
CRTC3,-0.134967019,6.209634098,0.734140705,0.471098889,0.868438483,-5.449752665,CRTC3
MIR483,-0.037358019,3.211779137,0.734107016,0.471118983,0.868438483,-5.449775083,MIR483
TNC,0.079077469,3.733094704,-0.734074941,0.471138115,0.868438483,-5.449796426,TNC
PI3,-0.056985869,3.297197688,0.734044285,0.471156401,0.868438483,-5.449816824,PI3
MYOCD,0.035107933,3.233444609,-0.73392033,0.471230344,0.868438483,-5.449899294,MYOCD
CALD1,-0.059192149,3.695056193,0.733818021,0.471291379,0.868438483,-5.449967353,CALD1
ST7-OT3,0.034812347,3.219162938,-0.733775452,0.471316776,0.868438483,-5.449995668,ST7-OT3
MAPK9,0.090101327,4.158161461,-0.733772231,0.471318698,0.868438483,-5.449997811,MAPK9
DAGLB,-0.157068018,5.031026739,0.733629255,0.471404004,0.868520209,-5.450092901,DAGLB
NKX2-1,-0.038547229,3.144173313,0.733491357,0.47148629,0.868596355,-5.450184598,NKX2-1
RBMY1A3P,-0.033852819,3.186367778,0.733132568,0.471700424,0.868875438,-5.450423102,RBMY1A3P
POLQ,-0.124937637,4.710254175,0.733100245,0.471719718,0.868875438,-5.450444583,POLQ
KAZN,-0.037959898,3.222299497,0.732875773,0.471853721,0.868976872,-5.450593738,KAZN
PI4KB,0.105168,4.697717521,-0.732870724,0.471856736,0.868976872,-5.450597093,PI4KB
PCDHB14,0.043111106,3.411904795,-0.732613845,0.472010113,0.868985646,-5.450767728,PCDHB14
BAD,0.092409333,4.257881742,-0.732599375,0.472018754,0.868985646,-5.450777338,BAD
STAT4,0.130665585,5.649683894,-0.732415565,0.472128523,0.868985646,-5.450899399,STAT4
OXLD1,-0.136599201,7.268517371,0.732279657,0.472209694,0.868985646,-5.450989631,OXLD1
SMAD6,0.038573505,3.285060695,-0.732273113,0.472213603,0.868985646,-5.450993975,SMAD6
MARS,0.107687605,4.898237076,-0.732253804,0.472225136,0.868985646,-5.451006794,MARS
BZW2,-0.136532648,4.996135149,0.732175273,0.472272044,0.868985646,-5.451058923,BZW2
RGS6,0.038255821,3.256808332,-0.732167092,0.472276931,0.868985646,-5.451064354,RGS6
CDRT1,0.047035339,3.363029049,-0.732153049,0.472285319,0.868985646,-5.451073675,CDRT1
WNT7A,0.056008491,3.344640675,-0.73212459,0.472302319,0.868985646,-5.451092565,WNT7A
GMPS,0.156614236,6.805316937,-0.731982335,0.472387301,0.868985646,-5.451186975,GMPS
NBPF22P,0.038933686,3.274949883,-0.731826587,0.472480353,0.868985646,-5.451290321,NBPF22P
TAX1BP1,0.162551514,5.568708434,-0.731783746,0.472505951,0.868985646,-5.451318744,TAX1BP1
TMPRSS12,0.064912053,3.535822517,-0.731728208,0.472539136,0.868985646,-5.451355589,TMPRSS12
MTIF2,-0.147522408,5.767725719,0.731652158,0.47258458,0.868985646,-5.451406038,MTIF2
CHST4,-0.034945635,3.215172205,0.731555408,0.472642396,0.868985646,-5.451470211,CHST4
ABTB2,0.043736371,3.345845422,-0.731523281,0.472661596,0.868985646,-5.451491518,ABTB2
VPREB1,0.043630001,3.198118588,-0.731513051,0.472667709,0.868985646,-5.451498303,VPREB1
HCK,0.186721113,4.38922843,-0.731425651,0.472719944,0.868985646,-5.451556264,HCK
IL36RN,-0.046310823,3.190664353,0.731326991,0.472778913,0.868985646,-5.451621685,IL36RN
MICA,-0.105683649,4.579065133,0.73129429,0.472798458,0.868985646,-5.451643366,MICA
CDK10,-0.22102306,7.088737417,0.731280375,0.472806776,0.868985646,-5.451652592,CDK10
CLCN1,-0.039986824,3.243175715,0.731242136,0.472829633,0.868985646,-5.451677945,CLCN1
PROX1,0.033763459,3.189003265,-0.731216618,0.472844887,0.868985646,-5.451694862,PROX1
TMEM268,-0.092873409,4.236266142,0.731040273,0.472950306,0.869008283,-5.451811758,TMEM268
CTBP2,-0.130093467,5.49799237,0.731020253,0.472962274,0.869008283,-5.451825027,CTBP2
RASSF3,0.054683022,3.316075857,-0.730944191,0.473007749,0.869008283,-5.451875437,RASSF3
INTS4,0.124116265,5.103310859,-0.730921851,0.473021106,0.869008283,-5.451890242,INTS4
LINC00597,0.04350556,3.186040871,-0.730792749,0.473098299,0.869042036,-5.451975792,LINC00597
ALPG,0.044332291,3.362806231,-0.730693521,0.473157635,0.869042036,-5.452041535,ALPG
GOLGA8S,-0.035335704,3.241621424,0.730685536,0.47316241,0.869042036,-5.452046825,GOLGA8S
VAMP2,0.058635185,3.688396242,-0.730489317,0.473279757,0.869042914,-5.452176804,VAMP2
IGFBPL1,-0.049377903,3.442372346,0.730473085,0.473289466,0.869042914,-5.452187555,IGFBPL1
SNORD1A,0.047191276,3.358334118,-0.730450641,0.473302889,0.869042914,-5.45220242,SNORD1A
MIR873,0.040066336,3.146093067,-0.730311554,0.473386082,0.869042914,-5.452294529,MIR873
MIR1908,0.047293641,3.336895549,-0.73026602,0.47341332,0.869042914,-5.45232468,MIR1908
CCDC13,0.046055944,3.375036384,-0.730219326,0.473441252,0.869042914,-5.452355597,CCDC13
MYBBP1A,0.041175373,3.358467507,-0.730205157,0.473449728,0.869042914,-5.452364978,MYBBP1A
LINC01138,-0.134557155,5.026037609,0.730093546,0.473516498,0.869090254,-5.452438869,LINC01138
MAGEC1,0.03963618,3.316367181,-0.730002891,0.473570735,0.869108296,-5.452498878,MAGEC1
NR4A2,-0.254585138,6.906748201,0.729891337,0.473637482,0.869108296,-5.452572713,NR4A2
MIR154,0.030841071,3.187126262,-0.729871637,0.473649269,0.869108296,-5.45258575,MIR154
MIR451A,-0.042171467,3.23545402,0.729801254,0.473691384,0.86911038,-5.452632328,MIR451A
GEMIN2,0.062222677,3.573379833,-0.729645166,0.473784792,0.869154821,-5.452735608,GEMIN2
MIR1322,-0.041466257,3.21053418,0.729623813,0.473797571,0.869154821,-5.452749735,MIR1322
DDX39B,0.168216105,5.743762293,-0.729548328,0.473842748,0.869162516,-5.452799673,DDX39B
KSR2,0.038354667,3.23312652,-0.729458556,0.473896479,0.869182272,-5.452859056,KSR2
SLC17A7,0.041352802,3.303788324,-0.729393388,0.473935486,0.869182272,-5.45290216,SLC17A7
EFNA1,0.026621757,3.160915672,-0.72923867,0.474028102,0.869206906,-5.453004479,EFNA1
CAPN3,0.063516452,3.606152476,-0.729181427,0.474062371,0.869206906,-5.45304233,CAPN3
KIAA1549L,0.036083513,3.23925065,-0.729165555,0.474071873,0.869206906,-5.453052825,KIAA1549L
SCN9A,0.037047479,3.189535052,-0.728717554,0.474340126,0.869308049,-5.453348957,SCN9A
AP5M1,-0.082736535,4.41615789,0.728682759,0.474360964,0.869308049,-5.45337195,AP5M1
SPATA31E1,-0.042982682,3.380186281,0.728677362,0.474364197,0.869308049,-5.453375516,SPATA31E1
ERN1,0.03881238,3.159211285,-0.728674437,0.474365948,0.869308049,-5.453377449,ERN1
EVL,-0.100996103,9.503167517,0.728621512,0.474397645,0.869308049,-5.453412419,EVL
EPS8L2,0.046085834,3.277471482,-0.728518078,0.474459597,0.869308049,-5.453480757,EPS8L2
DEDD2,-0.175039026,6.393755998,0.728442625,0.474504792,0.869308049,-5.453530602,DEDD2
SRRT,-0.154576835,7.514288996,0.728356822,0.474556189,0.869308049,-5.453587279,SRRT
OR52I1,0.048544081,3.231971928,-0.72828561,0.474598849,0.869308049,-5.453634313,OR52I1
STON1,-0.03087928,3.170679874,0.728259109,0.474614725,0.869308049,-5.453651815,STON1
SOX2,-0.036549603,3.182601053,0.72809695,0.474711878,0.869308049,-5.453758897,SOX2
POMT1,-0.133513156,5.299216775,0.728052219,0.474738679,0.869308049,-5.453788432,POMT1
PNLIPRP1,0.031275065,3.209821897,-0.727924516,0.474815199,0.869308049,-5.45387274,PNLIPRP1
TMEM99,-0.1827312,5.282033293,0.72771726,0.474939403,0.869308049,-5.454009539,TMEM99
TCP10L,0.042102244,3.381528435,-0.727666475,0.47496984,0.869308049,-5.454043054,TCP10L
DHH,0.045765234,3.24633774,-0.727648071,0.474980871,0.869308049,-5.454055199,DHH
CYP2J2,-0.041511681,3.267250851,0.727640029,0.47498569,0.869308049,-5.454060506,CYP2J2
TIFAB,0.040595142,3.278887524,-0.727515657,0.475060238,0.869308049,-5.454142572,TIFAB
KIF3C,-0.078964658,3.422107294,0.727501808,0.475068539,0.869308049,-5.454151709,KIF3C
FOXI2,0.031277381,3.230121752,-0.727418153,0.475118685,0.869308049,-5.454206899,FOXI2
ZNF763,-0.08930087,4.007556211,0.727354154,0.47515705,0.869308049,-5.454249118,ZNF763
ACSBG1,-0.044095611,3.312470226,0.727335666,0.475168134,0.869308049,-5.454261313,ACSBG1
RGS4,0.046769483,3.298610427,-0.727304829,0.47518662,0.869308049,-5.454281654,RGS4
HOMER2,0.036793676,3.253566834,-0.727291264,0.475194753,0.869308049,-5.454290601,HOMER2
OR4K15,-0.032505922,3.135862151,0.727290607,0.475195146,0.869308049,-5.454291034,OR4K15
ISG15,-0.150044606,8.449638347,0.727286976,0.475197324,0.869308049,-5.45429343,ISG15
HSD11B2,0.036734902,3.260930883,-0.727226206,0.475233757,0.869308049,-5.454333511,HSD11B2
PI4KAP1,0.139752189,5.758971311,-0.727008486,0.4753643,0.869471848,-5.454477086,PI4KAP1
LYPLAL1,-0.095818381,4.488966302,0.726878724,0.475442114,0.869513737,-5.454562638,LYPLAL1
RPF1,-0.108326955,4.742609832,0.726726504,0.475533405,0.869513737,-5.454662977,RPF1
DMRT3,0.032668802,3.174587055,-0.726708635,0.475544122,0.869513737,-5.454674755,DMRT3
RACGAP1,0.0823522,3.96798544,-0.726696836,0.475551199,0.869513737,-5.454682531,RACGAP1
GALE,0.073589812,3.929599928,-0.726545443,0.475642006,0.869534226,-5.454782302,GALE
LITAF,-0.126729022,8.471084051,0.726504067,0.475666826,0.869534226,-5.454809566,LITAF
OR4C12,-0.056770547,3.240539763,0.726353228,0.475757314,0.869534226,-5.454908947,OR4C12
FYB2,0.037061819,3.17119403,-0.726328987,0.475771857,0.869534226,-5.454924917,FYB2
CD24,0.045166799,3.205025464,-0.726315523,0.475779935,0.869534226,-5.454933787,CD24
MRGPRE,0.036069607,3.29268627,-0.726111902,0.475902106,0.869534226,-5.455067906,MRGPRE
MIR2114,0.032560159,3.195192992,-0.726105967,0.475905667,0.869534226,-5.455071815,MIR2114
C3orf33,-0.033251065,3.231759977,0.726060524,0.475932935,0.869534226,-5.455101742,C3orf33
GNG7,0.056475068,3.468115149,-0.72599236,0.475973839,0.869534226,-5.455146629,GNG7
MIR98,0.032504815,3.21821615,-0.725981567,0.475980316,0.869534226,-5.455153736,MIR98
FANCF,-0.048105976,3.1677151,0.725864773,0.476050407,0.869534226,-5.455230635,FANCF
CDC42BPB,-0.035742526,3.215995611,0.725858105,0.476054408,0.869534226,-5.455235025,CDC42BPB
CNOT3,0.030733818,3.195834986,-0.725752836,0.476117588,0.869574734,-5.455304326,CNOT3
ARVCF,0.035570624,3.339074407,-0.725634009,0.476188911,0.869630107,-5.455382541,ARVCF
ELAVL4,0.033038068,3.184786715,-0.725245741,0.476422003,0.869794168,-5.455638025,ELAVL4
ZBTB3,0.053368422,3.583023761,-0.725182382,0.476460047,0.869794168,-5.455679703,ZBTB3
SLC26A6,-0.141554547,5.409507734,0.725168002,0.476468681,0.869794168,-5.455689162,SLC26A6
DUSP13,0.041804356,3.380903484,-0.725141991,0.4764843,0.869794168,-5.455706271,DUSP13
CTRB2,0.041680121,3.337685828,-0.725100237,0.476509372,0.869794168,-5.455733734,CTRB2
SPIC,0.038576193,3.23095457,-0.724960941,0.476593022,0.869794168,-5.455825343,SPIC
MIR192,0.036589501,3.203485851,-0.724774026,0.476705282,0.869794168,-5.455948243,MIR192
PRSS21,0.05643055,3.419896747,-0.72476964,0.476707916,0.869794168,-5.455951126,PRSS21
ZNF534,0.036531672,3.199914639,-0.724675439,0.476764499,0.869794168,-5.456013054,ZNF534
CDH17,0.037584761,3.245439075,-0.724522201,0.476856551,0.869794168,-5.456113775,CDH17
NFIX,0.033606517,3.198755963,-0.724519603,0.476858112,0.869794168,-5.456115482,NFIX
ATPSCKMT,0.059879422,3.534441243,-0.724491241,0.47687515,0.869794168,-5.456134122,ATPSCKMT
NRBP2,-0.101084483,4.527779475,0.724465642,0.476890529,0.869794168,-5.456150945,NRBP2
HLA-L,0.042932868,3.380759011,-0.72443654,0.476908013,0.869794168,-5.45617007,HLA-L
CHI3L2,0.141814538,4.73279134,-0.724410319,0.476923767,0.869794168,-5.456187301,CHI3L2
OR2T6,0.048569276,3.350904723,-0.724245479,0.477022808,0.869794168,-5.45629561,OR2T6
ARIH1,0.084249982,3.89174043,-0.724225385,0.477034882,0.869794168,-5.456308811,ARIH1
ASPN,0.033349214,3.152121262,-0.724218918,0.477038768,0.869794168,-5.456313059,ASPN
KDM2A,-0.138654982,7.540409476,0.724162076,0.477072924,0.869794168,-5.456350402,KDM2A
CD3E,0.062601536,3.727747053,-0.724118685,0.477098998,0.869794168,-5.456378905,CD3E
DPP4,-0.096737168,3.819635444,0.723674103,0.477366203,0.870104556,-5.456670855,DPP4
CYP2C9,0.031420118,3.246538946,-0.723553643,0.477438618,0.870104556,-5.45674993,CYP2C9
WDR43,0.078044634,3.765951063,-0.723519967,0.477458863,0.870104556,-5.456772034,WDR43
NONO,0.122659811,8.219069806,-0.72344399,0.477504541,0.870104556,-5.4568219,NONO
BPIFB6,-0.028751965,3.18071665,0.723249225,0.477621648,0.870104556,-5.456949708,BPIFB6
OR4K17,0.039551573,3.265119836,-0.723157827,0.477676608,0.870104556,-5.457009673,OR4K17
CFAP298,0.145239546,6.228987761,-0.722960622,0.477795207,0.870104556,-5.457139033,CFAP298
